id,category,title,description
N105500,video,Kellyanne Conway: We're guilty of the best political upset in history,"Kellyanne Conway weighs in on the origins of the Russia probe investigation, Joe Biden slamming the role of the Trump children in the administration and responds to claims she threatened a reporter."
N112092,weather,Crews Work to Contain Maria Fire in California's Santa Paula,"The Maria Fire continued to burn in Santa Paula, California, threatening nearby homes and growing to more than 9,000 acres by Saturday, November 2, the Ventura County Fire Department (VCFD) said. The fire, first reported Thursday, had consumed 9,412 acres in Ventura County as of 7 am on Saturday, according to a VCFD update. The fire department said the blaze was threatening 2,522 structures, three of which have already been destroyed. This video, taken in Santa Paula on Friday, shows a plane dropping fire retardant as thick smoke from the blaze limits visibility. Control of the fire increased overnight, with a jump from zero percent containment to 20 percent on Saturday morning, the fire department said. However, firefighters were forced to halt air operations multiple times overnight due to illegal drones flying over the fire and posing a collision risk, local media reported. The VCFD lifted mandatory evacuation orders on Saturday for some neighborhoods, but an evacuation boundary was still in place for other areas near the fire. Credit: @_kar_ina via Storyful"
N58668,entertainment,A Newly Translated Novel Charts the Dizzying Transformation of an Independent Oman,Jokha Alharthi's 'Celestial Bodies' is the first novel originally written in Arabic to win the Man Booker International Prize
N44043,lifestyle,Be the Coolest Mom on the Block Thanks to These Creative Halloween Costumes,You can even match your little ghouls and goblins!
N29737,sports,Spencer Boyd wins Truck Series playoff race at Talladega in overtime,Spencer Boyd was declared the winner after Johnny Sauter was penalized for going below the yellow line to defend his position while leading on the last lap.
N94151,lifestyle,33 Terrific Last-Minute DIY Halloween Costumes for Adults,"We've rounded up the best DIY costumes you can put together at a moment's notice. So even if it's the night before Halloween, you've got time."
N77475,sports,Football: Tracking where North Jersey's best players will be going to college,Many seniors in Bergen and Passaic counties are announcing their college destinations. We'll keep track of those commitments right here.
N103161,lifestyle,25+ Nearly Forgotten House Cleaning Tips From the Past,"Grandma knows all the best cleaning tips and tricks to save you time, money and effort. You'll want to stock up on vinegar and lemon juice."
N46657,sports,LeBron James undermines values with comments on Daryl Morey and China,LeBron James' Monday news conference played right into the hands of Chinese government propaganda and undermined the values he has publicly espoused.
N39903,news,"Photo battle between an iPhone 11 Pro and a $7,500 DSLR might surprise you","It's no secret that Apple over the past few years has devoted an ever-increasing amount of R&D towards improving the camera technologies it packs into the iPhone. And speaking to the scale of Apple's work and ambition, the company a few years ago revealed that it has well over 800 engineers who are solely tasked with working on and improving the iPhone camera. While not every iPhone upgrade results in a huge jump in camera performance, Apple's..."
N49139,autos,The Quiet Revolution: Electric Cars in the Hot Rod World,"This is HOT ROD, and we're about performance, but it's time to acknowledge that electric cars have arrived and can perform."
N63746,health,This Guy Lost 35 Pounds and Got Ripped Thanks to a Simplified Diet,"Even with a vegetarian diet, William Underwood was eating too much for someone with a desk job. He started lifting weights and running, losing 35 pounds along the way."
N108204,finance,7 Ways to Reduce Debt to Have More Money for Retirement,Pay up what you owe now to enjoy your golden years later.
N40989,news,Kevin Mcaleenan resigns as acting homeland security secretary,Sources tell Fox News that this was a choice of Mcaleenan's and that he was not fired.
N117832,news,Gov. Northam launches 'Opportunity Virginia',"Virginia's Governor Ralph Northam announced on Tuesday the official launch of Opportunity Virginia. Opportunity Virginia's mission is to encourage and enable investments with positive impacts in communities by ensuring fair and equitable access to resources and facilitating productive connections between investors, project sponsors, and communities throughout the Commonwealth. The governor said it is an initiative designed to leverage the..."
N52354,sports,Nationals honor the Mystics before World Series-clinching win,The WNBA MVP threw the first pitch and the Washington Mystics' magic is infiltrating the National League Champions!
N32329,sports,Jaguars vs. Bengals highlights | Week 7,See the highlights from the Week 7 matchup between the Jacksonville Jaguars and the Cincinnati Bengals.
N126858,travel,Bumpy Ride! How to Avoid Getting the Middle Seat on a Plane,There are a few ways to avoid the dreaded middle seat. Buzz60's Sean Dowling has more.
N90290,health,Study finds 4 main personality types  which one are you?,People love taking personality tests to learn more about themselves but until recently experts believed types didn't exist. A new study discovered four types.
N37747,finance,Huntsman turns small profit in tough petrochemicals market,The Woodlands-based petrochemical firm Huntsman Corp. said Friday it posted a small $41 million quarterly profit amid falling revenues and a market environment with depressed chemicals prices worldwide. Huntsman's profit compares to an $8 million loss during the third quarter a year ago. But its $1.7 billion in quarterly revenues fell nearly 15 percent from last year. The company also is on track to close the sale of its chemical intermediates...
N113410,news,Skeletal remains found in SE Indiana identified,
N98476,sports,2019 World Series: Stephen Strasburg settles in after rough start in Nationals' 12-3 win over Astros,Stephen Strasburg held the Astros to two runs on seven hits in six innings on the mound in the Nats' 12-3 win in Game 2 of the 2019 World Series.
N91558,news,Caught on camera: Wrecker leads deputies on wild chase,A wild chase with a wrecker was caught on camera in northeast Harris County overnight. This started around 2:30 a.m. Thursday in Woodland Heights in north Houston and ended in the 11400 block of the Eastex Freeway at a Chevron gas station where the driver surrendered to deputies. Harris County Precinct 1 Constable's Office says it all started when a deputy constable responded to a call of a suspicious vehicle at Northwood and Euclid in Woodland...
N94262,lifestyle,26 Things in Your House That a Professional Organizer Would Throw Out,Get your trash bag ready! An expert organizer shares her list of the top 26 things she'd throw out without a second thought.
N30023,sports,"Oklahoma shows why this might be season it can knock off Alabama, Clemson to win title",
N823,sports,Major League Baseball postseason rosters have former Cincinnati Reds,Manager Aaron Boone and closer Aroldis Chapman are among former Reds with the New York Yankees.
N95608,sports,Three Keys to a Vikings Victory,Time to keep it rolling against the Cats.
N7069,weather,Northeast Ohio weather: Rain returns overnight,
N83186,sports,Westbrook doesn't have to say anything about playing Thunder,Russell Westbrook steps on the floor Monday night for his first meeting with his former team.
N85436,lifestyle,This Is the 'It' Hairstyle the Year You Were Born,"In order to better understand the history of hair, we've found the most popular hairstyles from 1950 to 2000 and some might just surprise you."
N36303,news,"Brunch bills' enjoy wide support around Atlanta in Election Day voting, but fail in one city","The people of metro Atlanta have spoken, and they have spoken (nearly) in unison: They want boozy brunches. There was, however, at least one exception. Out of 17 communities where 11Alive tracked results from Tuesday's voting, at least 15 were..."
